APYGARDOS_NR,APYGARDOS_PAVADINIMAS,APYLINKES_NR,APYLINKES_PAVADINIMAS,RINKEJU_SKAICIUS,VISO_DALYVAVO,BALSADEZEJE_GALIOJANTYS,BALSADEZEJE_NEGALIOJANTYS,PASTU_GALIOJANTYS,PASTU_NEGALIOJANTYS,VARDAS,PAVARDE,PARTIJA,BALSU_BALSADEZEJE,BALSU_PASTU,BALSU_VISO,PAPILDOMO_PROTOKOLO_POZYMIS,RKND_V_AR_ISSIKELE_PATS,RPL_UNIKALUS_NUMERIS,SAV,Sugeneravimo data
42,Šakių rajono,20,Kriūkų,746,293,221,0,72,0,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,154,43,197,,,42020,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,20,Kriūkų,746,293,221,0,72,0,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,67,29,96,,,42020,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,21,Gerdžiūnų,562,226,149,2,75,0,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,97,44,141,,,42021,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,21,Gerdžiūnų,562,226,149,2,75,0,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,52,31,83,,,42021,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,22,Lekėčių,829,313,214,1,98,0,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,113,53,166,,,42022,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,22,Lekėčių,829,313,214,1,98,0,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,101,45,146,,,42022,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,23,Mikytų,332,101,78,2,21,0,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,40,11,51,,,42023,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,23,Mikytų,332,101,78,2,21,0,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,38,10,48,,,42023,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,24,Lukšių,1311,686,496,8,180,2,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,327,107,434,,,42024,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,24,Lukšių,1311,686,496,8,180,2,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,169,73,242,,,42024,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,25,Liepalotų,518,243,164,3,76,0,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,107,44,151,,,42025,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,25,Liepalotų,518,243,164,3,76,0,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,57,32,89,,,42025,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,26,Sintautų,912,405,263,2,138,2,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,164,79,243,,,42026,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,26,Sintautų,912,405,263,2,138,2,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,99,59,158,,,42026,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,27,Veršių,402,250,198,1,50,1,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,169,33,202,,,42027,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,27,Veršių,402,250,198,1,50,1,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,29,17,46,,,42027,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,28,Keturnaujienos,283,120,87,0,33,0,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,57,19,76,,,42028,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,28,Keturnaujienos,283,120,87,0,33,0,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,30,14,44,,,42028,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,29,Žvirgždaičių,412,205,151,1,52,1,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,89,19,108,,,42029,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,29,Žvirgždaičių,412,205,151,1,52,1,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,62,33,95,,,42029,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,30,Slavikų,490,216,159,0,57,0,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,107,39,146,,,42030,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,30,Slavikų,490,216,159,0,57,0,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,52,18,70,,,42030,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,31,Gotlybiškių,440,193,131,3,59,0,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,87,37,124,,,42031,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,31,Gotlybiškių,440,193,131,3,59,0,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,44,22,66,,,42031,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,34,Giedručių,757,440,254,2,180,4,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,139,90,229,,,42034,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,34,Giedručių,757,440,254,2,180,4,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,115,90,205,,,42034,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,35,Ritinių,344,174,102,1,71,0,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,64,38,102,,,42035,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,35,Ritinių,344,174,102,1,71,0,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,38,33,71,,,42035,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,36,Girėnų,788,492,317,1,174,0,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,196,85,281,,,42036,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,36,Girėnų,788,492,317,1,174,0,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,121,89,210,,,42036,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,37,Briedžių,411,217,133,4,80,0,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,87,49,136,,,42037,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,37,Briedžių,411,217,133,4,80,0,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,46,31,77,,,42037,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,38,Kudirkos Naumiesčio,1248,536,386,6,142,2,RAIMONDAS,JANUŠEVIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,206,64,270,,,42038,Šakių rajono savivaldybė,2023-03-24 16:17
42,Šakių rajono,38,Kudirkos Naumiesčio,1248,536,386,6,142,2,EDGARAS,PILYPAITIS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,180,78,258,,,42038,Šakių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,1,Ginkūnų,3052,700,587,9,102,2,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,401,66,467,,,45001,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,1,Ginkūnų,3052,700,587,9,102,2,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,186,36,222,,,45001,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,2,Bridų,1564,333,232,3,96,2,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,187,74,261,,,45002,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,2,Bridų,1564,333,232,3,96,2,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,45,22,67,,,45002,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,3,Vijolių,1056,263,225,2,34,2,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,172,20,192,,,45003,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,3,Vijolių,1056,263,225,2,34,2,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,53,14,67,,,45003,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,4,Voveriškių,954,212,179,5,28,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,145,19,164,,,45004,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,4,Voveriškių,954,212,179,5,28,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,34,9,43,,,45004,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,5,Gegužių,1291,257,202,2,52,1,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,144,39,183,,,45005,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,5,Gegužių,1291,257,202,2,52,1,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,58,13,71,,,45005,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,6,Aukštelkės,1823,413,293,11,106,3,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,220,72,292,,,45006,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,6,Aukštelkės,1823,413,293,11,106,3,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,73,34,107,,,45006,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,7,Pakapės,674,148,90,3,54,1,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,76,43,119,,,45007,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,7,Pakapės,674,148,90,3,54,1,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,14,11,25,,,45007,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,9,Bubių,1097,274,213,6,55,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,175,34,209,,,45009,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,9,Bubių,1097,274,213,6,55,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,38,21,59,,,45009,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,10,Gilvyčių,363,97,65,1,30,1,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,47,22,69,,,45010,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,10,Gilvyčių,363,97,65,1,30,1,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,18,8,26,,,45010,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,11,Kurtuvėnų,662,161,114,3,44,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,92,36,128,,,45011,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,11,Kurtuvėnų,662,161,114,3,44,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,22,8,30,,,45011,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,12,Bazilionų,669,146,96,3,47,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,63,31,94,,,45012,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,12,Bazilionų,669,146,96,3,47,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,33,16,49,,,45012,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,13,Kairių,1834,374,311,2,60,1,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,238,47,285,,,45013,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,13,Kairių,1834,374,311,2,60,1,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,73,13,86,,,45013,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,14,Šilėnų,432,74,61,1,12,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,42,5,47,,,45014,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,14,Šilėnų,432,74,61,1,12,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,19,7,26,,,45014,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,15,Žadžiūnų,369,84,51,1,32,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,42,28,70,,,45015,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,15,Žadžiūnų,369,84,51,1,32,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,9,4,13,,,45015,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,16,Meškuičių,972,264,206,2,55,1,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,162,39,201,,,45016,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,16,Meškuičių,972,264,206,2,55,1,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,44,16,60,,,45016,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,17,Naisių,604,208,164,1,43,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,148,35,183,,,45017,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,17,Naisių,604,208,164,1,43,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,16,8,24,,,45017,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,18,Gruzdžių,1267,382,292,5,84,1,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,215,54,269,,,45018,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,18,Gruzdžių,1267,382,292,5,84,1,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,77,30,107,,,45018,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,19,Šiupylių,299,97,82,0,15,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,69,13,82,,,45019,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,19,Šiupylių,299,97,82,0,15,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,13,2,15,,,45019,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,20,Kužių,1548,336,268,3,65,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,212,48,260,,,45020,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,20,Kužių,1548,336,268,3,65,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,56,17,73,,,45020,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,21,Gilaičių,247,79,66,0,13,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,55,11,66,,,45021,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,21,Gilaičių,247,79,66,0,13,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,11,2,13,,,45021,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,22,Verbūnų,517,152,91,0,61,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,69,38,107,,,45022,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,22,Verbūnų,517,152,91,0,61,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,22,23,45,,,45022,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,23,Smilgių,230,73,49,0,23,1,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,48,20,68,,,45023,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,23,Smilgių,230,73,49,0,23,1,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,1,3,4,,,45023,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,24,L. Ivinskio,2123,821,651,10,157,3,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,477,107,584,,,45024,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,24,L. Ivinskio,2123,821,651,10,157,3,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,174,50,224,,,45024,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,25,Centro,1030,370,282,6,80,2,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,214,57,271,,,45025,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,25,Centro,1030,370,282,6,80,2,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,68,23,91,,,45025,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,26,Gedimino,2213,728,540,7,177,4,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,361,116,477,,,45026,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,26,Gedimino,2213,728,540,7,177,4,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,179,61,240,,,45026,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,27,Pušyno,1425,568,444,10,110,4,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,313,70,383,,,45027,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,27,Pušyno,1425,568,444,10,110,4,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,131,40,171,,,45027,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,28,Pavenčių,1160,403,336,3,64,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,252,45,297,,,45028,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,28,Pavenčių,1160,403,336,3,64,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,84,19,103,,,45028,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,29,Daugėlių,1552,502,417,6,77,2,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,277,48,325,,,45029,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,29,Daugėlių,1552,502,417,6,77,2,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,140,29,169,,,45029,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,30,Micaičių,675,277,223,1,53,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,187,47,234,,,45030,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,30,Micaičių,675,277,223,1,53,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,36,6,42,,,45030,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,31,Varputėnų,231,92,63,2,27,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,46,21,67,,,45031,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,31,Varputėnų,231,92,63,2,27,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,17,6,23,,,45031,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,32,Gergždelių,209,79,69,1,9,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,58,8,66,,,45032,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,32,Gergždelių,209,79,69,1,9,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,11,1,12,,,45032,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,33,Pakumulšių,353,115,91,0,24,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,76,16,92,,,45033,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,33,Pakumulšių,353,115,91,0,24,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,15,8,23,,,45033,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,34,Drąsučių,1032,280,197,3,80,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,151,62,213,,,45034,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,34,Drąsučių,1032,280,197,3,80,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,46,18,64,,,45034,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,35,Romučių,223,49,31,0,18,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,21,8,29,,,45035,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,35,Romučių,223,49,31,0,18,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,10,10,20,,,45035,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,36,Sauginių,385,100,81,3,16,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,74,16,90,,,45036,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,36,Sauginių,385,100,81,3,16,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,7,0,7,,,45036,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,37,Raudėnų,486,169,104,4,59,2,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,71,43,114,,,45037,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,37,Raudėnų,486,169,104,4,59,2,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,33,16,49,,,45037,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,38,Dirvonėnų,386,118,91,0,27,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,60,14,74,,,45038,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,38,Dirvonėnų,386,118,91,0,27,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,31,13,44,,,45038,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,39,Šakynos,521,103,74,3,26,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,44,19,63,,,45039,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,39,Šakynos,521,103,74,3,26,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,30,7,37,,,45039,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,40,Žarėnų,362,115,87,0,28,0,ČESLOVAS,GREIČIUS,Lietuvos valstiečių ir žaliųjų sąjunga,71,23,94,,,45040,Šiaulių rajono savivaldybė,2023-03-24 16:17
45,Šiaulių rajono,40,Žarėnų,362,115,87,0,28,0,DARIUS,SIMONAVIČIUS,Lietuvos socialdemokratų partija,16,5,21,,,45040,Šiaulių rajono savivaldybė,2023-03-24 16:17
46,Šilalės rajono,1,Šilalės,2255,1356,837,23,490,6,JONAS,GUDAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,457,292,749,,,46001,Šilalės rajono savivaldybė,2023-03-24 16:17
46,Šilalės rajono,1,Šilalės,2255,1356,837,23,490,6,TADAS,BARTKUS,Politinis komitetas „Vardan Šilalės krašto“,380,198,578,,,46001,Šilalės rajono savivaldybė,2023-03-24 16:17
46,Šilalės rajono,2,Balsių,848,480,346,6,128,0,TADAS,BARTKUS,Politinis komitetas „Vardan Šilalės krašto“,183,63,246,,,46002,Šilalės rajono savivaldybė,2023-03-24 16:17
46,Šilalės rajono,2,Balsių,848,480,346,6,128,0,JONAS,GUDAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,163,65,228,,,46002,Šilalės rajono savivaldybė,2023-03-24 16:17
46,Šilalės rajono,3,Bijotų,522,280,204,1,75,0,JONAS,GUDAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,112,34,146,,,46003,Šilalės rajono savivaldybė,2023-03-24 16:17
46,Šilalės rajono,3,Bijotų,522,280,204,1,75,0,TADAS,BARTKUS,Politinis komitetas „Vardan Šilalės krašto“,92,41,133,,,46003,Šilalės rajono savivaldybė,2023-03-24 16:17
46,Šilalės rajono,4,Bilionių,309,197,148,0,49,0,TADAS,BARTKUS,Politinis komitetas „Vardan Šilalės krašto“,84,29,113,,,46004,Šilalės rajono savivaldybė,2023-03-24 16:17
46,Šilalės rajono,4,Bilionių,309,197,148,0,49,0,JONAS,GUDAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,64,20,84,,,46004,Šilalės rajono savivaldybė,2023-03-24 16:17
46,Šilalės rajono,5,Bytlaukio,342,185,131,0,53,1,TADAS,BARTKUS,Politinis komitetas „Vardan Šilalės krašto“,87,29,116,,,46005,Šilalės rajono savivaldybė,2023-03-24 16:17
46,Šilalės rajono,5,Bytlaukio,342,185,131,0,53,1,JONAS,GUDAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,44,24,68,,,46005,Šilalės rajono savivaldybė,2023-03-24 16:17
46,Šilalės rajono,6,Biržų Lauko,456,231,143,4,82,2,TADAS,BARTKUS,Politinis komitetas „Vardan Šilalės krašto“,93,43,136,,,46006,Šilalės rajono savivaldybė,2023-03-24 16:17
46,Šilalės rajono,6,Biržų Lauko,456,231,143,4,82,2,JONAS,GUDAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,50,39,89,,,46006,Šilalės rajono savivaldybė,2023-03-24 16:17
