APYGARDOS_NR,APYGARDOS_PAVADINIMAS,APYLINKES_NR,APYLINKES_PAVADINIMAS,RINKEJU_SKAICIUS,VISO_DALYVAVO,BALSADEZEJE_GALIOJANTYS,BALSADEZEJE_NEGALIOJANTYS,PASTU_GALIOJANTYS,PASTU_NEGALIOJANTYS,VARDAS,PAVARDE,PARTIJA,BALSU_BALSADEZEJE,BALSU_PASTU,BALSU_VISO,PAPILDOMO_PROTOKOLO_POZYMIS,RKND_V_AR_ISSIKELE_PATS,RPL_UNIKALUS_NUMERIS,SAV,Sugeneravimo data
3,Alytaus rajono,2,Mikutiškių,770,417,328,2,85,2,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,185,29,214,,,3002,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,2,Mikutiškių,770,417,328,2,85,2,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,143,56,199,,,3002,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,3,Genių,393,215,177,1,36,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,95,16,111,,,3003,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,3,Genių,393,215,177,1,36,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,82,20,102,,,3003,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,4,Miklusėnų,1319,774,671,8,95,0,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,363,45,408,,,3004,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,4,Miklusėnų,1319,774,671,8,95,0,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,308,50,358,,,3004,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,6,Luksnėnų,1059,504,428,4,70,2,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,262,34,296,,,3006,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,6,Luksnėnų,1059,504,428,4,70,2,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,166,36,202,,,3006,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,8,Geištarų,1112,585,458,5,119,3,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,232,72,304,,,3008,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,8,Geištarų,1112,585,458,5,119,3,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,226,47,273,,,3008,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,9,Miroslavo,1178,650,455,7,187,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,277,66,343,,,3009,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,9,Miroslavo,1178,650,455,7,187,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,178,121,299,,,3009,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,12,Parėčėnų,480,314,213,3,98,0,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,106,55,161,,,3012,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,12,Parėčėnų,480,314,213,3,98,0,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,107,43,150,,,3012,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,14,Kumečių,381,213,163,9,41,0,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,90,23,113,,,3014,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,14,Kumečių,381,213,163,9,41,0,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,73,18,91,,,3014,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,15,Vankiškių,419,268,211,4,52,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,140,25,165,,,3015,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,15,Vankiškių,419,268,211,4,52,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,71,27,98,,,3015,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,16,Simno,1168,783,651,12,117,3,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,404,55,459,,,3016,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,16,Simno,1168,783,651,12,117,3,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,247,62,309,,,3016,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,17,Mergalaukio,345,196,158,3,35,0,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,93,22,115,,,3017,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,17,Mergalaukio,345,196,158,3,35,0,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,65,13,78,,,3017,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,18,Kalesninkų,289,165,125,1,39,0,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,68,20,88,,,3018,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,18,Kalesninkų,289,165,125,1,39,0,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,57,19,76,,,3018,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,19,Kavalčiukų,156,98,66,0,32,0,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,36,19,55,,,3019,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,19,Kavalčiukų,156,98,66,0,32,0,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,30,13,43,,,3019,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,20,Ąžuolinių,341,223,188,1,33,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,136,25,161,,,3020,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,20,Ąžuolinių,341,223,188,1,33,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,52,8,60,,,3020,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,21,Verebiejų,471,267,210,1,56,0,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,150,32,182,,,3021,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,21,Verebiejų,471,267,210,1,56,0,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,60,24,84,,,3021,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,23,Krokialaukio,704,468,364,7,96,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,247,48,295,,,3023,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,23,Krokialaukio,704,468,364,7,96,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,117,48,165,,,3023,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,24,Ūdrijos,548,307,257,3,45,2,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,172,29,201,,,3024,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,24,Ūdrijos,548,307,257,3,45,2,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,85,16,101,,,3024,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,25,Santaikos,440,285,240,2,40,3,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,177,24,201,,,3025,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,25,Santaikos,440,285,240,2,40,3,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,63,16,79,,,3025,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,26,Punios,523,346,275,1,69,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,173,37,210,,,3026,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,26,Punios,523,346,275,1,69,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,102,32,134,,,3026,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,27,Raižių,248,168,111,0,56,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,68,34,102,,,3027,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,27,Raižių,248,168,111,0,56,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,43,22,65,,,3027,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,28,Vaisodžių,1163,590,465,5,117,3,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,274,54,328,,,3028,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,28,Vaisodžių,1163,590,465,5,117,3,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,191,63,254,,,3028,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,29,Žagarių,185,124,104,1,19,0,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,71,13,84,,,3029,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,29,Žagarių,185,124,104,1,19,0,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,33,6,39,,,3029,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,30,Butrimonių,842,601,354,4,241,2,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,163,144,307,,,3030,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,30,Butrimonių,842,601,354,4,241,2,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,191,97,288,,,3030,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,31,Vanagėlių,198,116,75,0,39,2,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,43,29,72,,,3031,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,31,Vanagėlių,198,116,75,0,39,2,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,32,10,42,,,3031,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,32,Eičiūnų,435,269,181,1,87,0,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,91,47,138,,,3032,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,32,Eičiūnų,435,269,181,1,87,0,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,90,40,130,,,3032,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,33,Pivašiūnų,439,303,184,4,114,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,123,82,205,,,3033,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,33,Pivašiūnų,439,303,184,4,114,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,61,32,93,,,3033,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,34,Mikalavo,175,135,79,0,56,0,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,52,45,97,,,3034,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,34,Mikalavo,175,135,79,0,56,0,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,27,11,38,,,3034,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,35,Junčionių,311,230,130,0,99,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,82,65,147,,,3035,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,35,Junčionių,311,230,130,0,99,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,48,34,82,,,3035,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,36,Jurgelionių,397,226,136,2,87,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,65,61,126,,,3036,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,36,Jurgelionių,397,226,136,2,87,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,71,26,97,,,3036,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,38,Daugų,1768,1097,885,13,195,4,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,698,121,819,,,3038,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,38,Daugų,1768,1097,885,13,195,4,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,187,74,261,,,3038,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,39,Rodžios,91,59,48,0,10,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,33,7,40,,,3039,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,39,Rodžios,91,59,48,0,10,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,15,3,18,,,3039,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,40,Vaikantonių,328,199,141,2,55,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,72,29,101,,,3040,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,40,Vaikantonių,328,199,141,2,55,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,69,26,95,,,3040,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,42,Meškučių,120,68,48,1,19,0,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,35,12,47,,,3042,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,42,Meškučių,120,68,48,1,19,0,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,13,7,20,,,3042,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,43,Pocelonių,159,110,73,1,35,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,54,14,68,,,3043,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,43,Pocelonių,159,110,73,1,35,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,19,21,40,,,3043,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,44,Alytaus,1106,565,392,5,168,0,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,240,85,325,,,3044,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,44,Alytaus,1106,565,392,5,168,0,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,152,83,235,,,3044,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,45,Venciūnų,1003,576,407,3,163,3,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,259,78,337,,,3045,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,45,Venciūnų,1003,576,407,3,163,3,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,148,85,233,,,3045,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,46,Alovės,691,487,382,3,98,4,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,276,50,326,,,3046,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,46,Alovės,691,487,382,3,98,4,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,106,48,154,,,3046,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,47,Ilgų,235,159,111,2,44,2,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,77,23,100,,,3047,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,47,Ilgų,235,159,111,2,44,2,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,34,21,55,,,3047,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,48,Makniūnų,348,205,159,3,41,2,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,108,20,128,,,3048,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,48,Makniūnų,348,205,159,3,41,2,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,51,21,72,,,3048,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,49,Ryliškių,275,169,108,3,57,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,60,24,84,,,3049,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,49,Ryliškių,275,169,108,3,57,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,48,33,81,,,3049,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,50,Nemunaičio,934,545,367,3,174,1,RASA,VITKAUSKIENĖ,Demokratų sąjunga „Vardan Lietuvos“,258,107,365,,,3050,Alytaus rajono savivaldybė,2023-03-24 16:17
3,Alytaus rajono,50,Nemunaičio,934,545,367,3,174,1,ALGIRDAS,VRUBLIAUSKAS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,109,67,176,,,3050,Alytaus rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,1,Senamiesčio,2595,1436,1073,33,323,7,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,635,177,812,,,4001,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,1,Senamiesčio,2595,1436,1073,33,323,7,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,438,146,584,,,4001,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,2,Janydžių,1286,720,463,15,235,7,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,240,136,376,,,4002,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,2,Janydžių,1286,720,463,15,235,7,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,223,99,322,,,4002,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,3,Ažupiečių,1500,830,526,11,286,7,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,300,144,444,,,4003,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,3,Ažupiečių,1500,830,526,11,286,7,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,226,142,368,,,4003,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,4,Liudiškių,2333,1250,833,20,386,11,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,461,209,670,,,4004,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,4,Liudiškių,2333,1250,833,20,386,11,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,372,177,549,,,4004,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,5,Piktagalio,416,191,122,3,66,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,64,32,96,,,4005,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,5,Piktagalio,416,191,122,3,66,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,58,34,92,,,4005,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,6,Ažuožerių,452,221,190,6,24,1,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,122,7,129,,,4006,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,6,Ažuožerių,452,221,190,6,24,1,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,68,17,85,,,4006,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,7,Elmos,923,438,297,6,132,3,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,175,68,243,,,4007,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,7,Elmos,923,438,297,6,132,3,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,122,64,186,,,4007,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,8,Burbiškio,503,247,135,4,103,5,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,69,56,125,,,4008,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,8,Burbiškio,503,247,135,4,103,5,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,66,47,113,,,4008,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,9,Šlavėnų,377,148,101,6,41,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,56,18,74,,,4009,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,9,Šlavėnų,377,148,101,6,41,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,45,23,68,,,4009,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,10,Debeikių,997,346,161,8,173,4,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,78,109,187,,,4010,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,10,Debeikių,997,346,161,8,173,4,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,83,64,147,,,4010,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,11,Leliūnų,310,137,92,0,43,2,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,56,22,78,,,4011,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,11,Leliūnų,310,137,92,0,43,2,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,36,21,57,,,4011,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,12,Kavarsko,668,283,190,3,87,3,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,96,48,144,,,4012,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,12,Kavarsko,668,283,190,3,87,3,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,94,39,133,,,4012,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,13,Dabužių,210,73,67,0,6,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,43,4,47,,,4013,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,13,Dabužių,210,73,67,0,6,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,24,2,26,,,4013,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,14,Janušavos,501,207,149,1,57,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,75,31,106,,,4014,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,14,Janušavos,501,207,149,1,57,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,74,26,100,,,4014,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,15,Svirnų,326,112,67,0,44,1,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,30,27,57,,,4015,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,15,Svirnų,326,112,67,0,44,1,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,37,17,54,,,4015,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,16,Šerių,257,98,69,2,27,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,35,18,53,,,4016,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,16,Šerių,257,98,69,2,27,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,34,9,43,,,4016,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,17,Šovenių,112,55,33,2,19,1,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,22,13,35,,,4017,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,17,Šovenių,112,55,33,2,19,1,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,11,6,17,,,4017,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,18,Kurklių,404,184,132,2,50,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,64,36,100,,,4018,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,18,Kurklių,404,184,132,2,50,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,68,14,82,,,4018,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,19,Kurklių II k.,252,150,115,2,33,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,85,21,106,,,4019,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,19,Kurklių II k.,252,150,115,2,33,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,30,12,42,,,4019,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,20,Staškūniškio,331,122,74,1,44,3,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,53,31,84,,,4020,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,20,Staškūniškio,331,122,74,1,44,3,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,21,13,34,,,4020,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,21,Katlėrių,268,103,76,1,26,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,45,18,63,,,4021,Anykščių rajono savivaldybė,2023-03-24 16:17
