municipality_name,age_gr,sex,pop
Kauno m. sav.,80–84,Vyras,2971
Kauno m. sav.,80–84,Moteris,7006
Kauno m. sav.,85 ir vyresni,Vyras,1967
Kauno m. sav.,85 ir vyresni,Moteris,6124
Kauno r. sav.,0–4,Vyras,2725
Kauno r. sav.,0–4,Moteris,2534
Kauno r. sav.,5–9,Vyras,2746
Kauno r. sav.,5–9,Moteris,2582
Kauno r. sav.,10–14,Vyras,2970
Kauno r. sav.,10–14,Moteris,2855
Kauno r. sav.,15–19,Vyras,2451
Kauno r. sav.,15–19,Moteris,2325
Kauno r. sav.,20–24,Vyras,2482
Kauno r. sav.,20–24,Moteris,2346
Kauno r. sav.,25–29,Vyras,3206
Kauno r. sav.,25–29,Moteris,3177
Kauno r. sav.,30–34,Vyras,3740
Kauno r. sav.,30–34,Moteris,3755
Kauno r. sav.,35–39,Vyras,3861
Kauno r. sav.,35–39,Moteris,3607
Kauno r. sav.,40–44,Vyras,3458
Kauno r. sav.,40–44,Moteris,3402
Kauno r. sav.,45–49,Vyras,3252
Kauno r. sav.,45–49,Moteris,3352
Kauno r. sav.,50–54,Vyras,3212
Kauno r. sav.,50–54,Moteris,3471
Kauno r. sav.,55–59,Vyras,3120
Kauno r. sav.,55–59,Moteris,3458
Kauno r. sav.,60–64,Vyras,3010
Kauno r. sav.,60–64,Moteris,3588
Kauno r. sav.,65–69,Vyras,2068
Kauno r. sav.,65–69,Moteris,2503
Kauno r. sav.,70–74,Vyras,1455
Kauno r. sav.,70–74,Moteris,2133
Kauno r. sav.,75–79,Vyras,984
Kauno r. sav.,75–79,Moteris,1809
Kauno r. sav.,80–84,Vyras,676
Kauno r. sav.,80–84,Moteris,1386
Kauno r. sav.,85 ir vyresni,Vyras,471
Kauno r. sav.,85 ir vyresni,Moteris,1321
Kėdainių r. sav.,0–4,Vyras,892
Kėdainių r. sav.,0–4,Moteris,805
Kėdainių r. sav.,5–9,Vyras,1101
Kėdainių r. sav.,5–9,Moteris,1008
Kėdainių r. sav.,10–14,Vyras,1191
Kėdainių r. sav.,10–14,Moteris,1155
Kėdainių r. sav.,15–19,Vyras,1212
Kėdainių r. sav.,15–19,Moteris,1172
Kėdainių r. sav.,20–24,Vyras,1362
Kėdainių r. sav.,20–24,Moteris,1220
Kėdainių r. sav.,25–29,Vyras,1329
Kėdainių r. sav.,25–29,Moteris,1185
Kėdainių r. sav.,30–34,Vyras,1471
Kėdainių r. sav.,30–34,Moteris,1302
Kėdainių r. sav.,35–39,Vyras,1274
Kėdainių r. sav.,35–39,Moteris,1244
Kėdainių r. sav.,40–44,Vyras,1306
Kėdainių r. sav.,40–44,Moteris,1339
Kėdainių r. sav.,45–49,Vyras,1527
Kėdainių r. sav.,45–49,Moteris,1644
Kėdainių r. sav.,50–54,Vyras,1807
Kėdainių r. sav.,50–54,Moteris,1939
Kėdainių r. sav.,55–59,Vyras,1779
Kėdainių r. sav.,55–59,Moteris,1919
Kėdainių r. sav.,60–64,Vyras,1603
Kėdainių r. sav.,60–64,Moteris,2019
Kėdainių r. sav.,65–69,Vyras,1203
Kėdainių r. sav.,65–69,Moteris,1695
Kėdainių r. sav.,70–74,Vyras,901
Kėdainių r. sav.,70–74,Moteris,1458
Kėdainių r. sav.,75–79,Vyras,626
Kėdainių r. sav.,75–79,Moteris,1424
Kėdainių r. sav.,80–84,Vyras,452
Kėdainių r. sav.,80–84,Moteris,1162
Kėdainių r. sav.,85 ir vyresni,Vyras,268
Kėdainių r. sav.,85 ir vyresni,Moteris,919
Prienų r. sav.,0–4,Vyras,454
Prienų r. sav.,0–4,Moteris,432
Prienų r. sav.,5–9,Vyras,622
Prienų r. sav.,5–9,Moteris,542
Prienų r. sav.,10–14,Vyras,602
Prienų r. sav.,10–14,Moteris,555
Prienų r. sav.,15–19,Vyras,631
Prienų r. sav.,15–19,Moteris,601
Prienų r. sav.,20–24,Vyras,730
Prienų r. sav.,20–24,Moteris,643
Prienų r. sav.,25–29,Vyras,784
Prienų r. sav.,25–29,Moteris,706
Prienų r. sav.,30–34,Vyras,778
Prienų r. sav.,30–34,Moteris,711
Prienų r. sav.,35–39,Vyras,699
Prienų r. sav.,35–39,Moteris,680
Prienų r. sav.,40–44,Vyras,727
Prienų r. sav.,40–44,Moteris,697
Prienų r. sav.,45–49,Vyras,826
Prienų r. sav.,45–49,Moteris,852
Prienų r. sav.,50–54,Vyras,937
Prienų r. sav.,50–54,Moteris,975
Prienų r. sav.,55–59,Vyras,996
Prienų r. sav.,55–59,Moteris,1097
Prienų r. sav.,60–64,Vyras,998
Prienų r. sav.,60–64,Moteris,1116
Prienų r. sav.,65–69,Vyras,675
Prienų r. sav.,65–69,Moteris,837
Prienų r. sav.,70–74,Vyras,477
Prienų r. sav.,70–74,Moteris,731
Prienų r. sav.,75–79,Vyras,331
Prienų r. sav.,75–79,Moteris,695
Prienų r. sav.,80–84,Vyras,285
Prienų r. sav.,80–84,Moteris,646
Prienų r. sav.,85 ir vyresni,Vyras,216
Prienų r. sav.,85 ir vyresni,Moteris,726
Raseinių r. sav.,0–4,Vyras,567
Raseinių r. sav.,0–4,Moteris,527
Raseinių r. sav.,5–9,Vyras,704
Raseinių r. sav.,5–9,Moteris,668
Raseinių r. sav.,10–14,Vyras,707
Raseinių r. sav.,10–14,Moteris,691
Raseinių r. sav.,15–19,Vyras,822
Raseinių r. sav.,15–19,Moteris,779
Raseinių r. sav.,20–24,Vyras,959
Raseinių r. sav.,20–24,Moteris,864
Raseinių r. sav.,25–29,Vyras,891
Raseinių r. sav.,25–29,Moteris,853
Raseinių r. sav.,30–34,Vyras,929
Raseinių r. sav.,30–34,Moteris,843
Raseinių r. sav.,35–39,Vyras,888
Raseinių r. sav.,35–39,Moteris,813
Raseinių r. sav.,40–44,Vyras,807
Raseinių r. sav.,40–44,Moteris,826
Raseinių r. sav.,45–49,Vyras,952
Raseinių r. sav.,45–49,Moteris,1104
Raseinių r. sav.,50–54,Vyras,1207
Raseinių r. sav.,50–54,Moteris,1264
Raseinių r. sav.,55–59,Vyras,1207
Raseinių r. sav.,55–59,Moteris,1319
Raseinių r. sav.,60–64,Vyras,1183
Raseinių r. sav.,60–64,Moteris,1349
Raseinių r. sav.,65–69,Vyras,759
Raseinių r. sav.,65–69,Moteris,1037
Raseinių r. sav.,70–74,Vyras,627
Raseinių r. sav.,70–74,Moteris,925
Raseinių r. sav.,75–79,Vyras,485
Raseinių r. sav.,75–79,Moteris,914
Raseinių r. sav.,80–84,Vyras,318
Raseinių r. sav.,80–84,Moteris,802
Raseinių r. sav.,85 ir vyresni,Vyras,251
Raseinių r. sav.,85 ir vyresni,Moteris,779
Klaipėdos m. sav.,0–4,Vyras,4084
Klaipėdos m. sav.,0–4,Moteris,3878
Klaipėdos m. sav.,5–9,Vyras,4526
Klaipėdos m. sav.,5–9,Moteris,4220
Klaipėdos m. sav.,10–14,Vyras,4416
Klaipėdos m. sav.,10–14,Moteris,4200
Klaipėdos m. sav.,15–19,Vyras,3290
Klaipėdos m. sav.,15–19,Moteris,3113
Klaipėdos m. sav.,20–24,Vyras,3014
Klaipėdos m. sav.,20–24,Moteris,3082
Klaipėdos m. sav.,25–29,Vyras,3884
Klaipėdos m. sav.,25–29,Moteris,4079
Klaipėdos m. sav.,30–34,Vyras,5399
Klaipėdos m. sav.,30–34,Moteris,5739
Klaipėdos m. sav.,35–39,Vyras,5803
Klaipėdos m. sav.,35–39,Moteris,5852
Klaipėdos m. sav.,40–44,Vyras,5225
Klaipėdos m. sav.,40–44,Moteris,5162
Klaipėdos m. sav.,45–49,Vyras,4711
Klaipėdos m. sav.,45–49,Moteris,5047
Klaipėdos m. sav.,50–54,Vyras,4472
Klaipėdos m. sav.,50–54,Moteris,5292
Klaipėdos m. sav.,55–59,Vyras,4883
Klaipėdos m. sav.,55–59,Moteris,5702
Klaipėdos m. sav.,60–64,Vyras,5068
Klaipėdos m. sav.,60–64,Moteris,6748
Klaipėdos m. sav.,65–69,Vyras,3775
Klaipėdos m. sav.,65–69,Moteris,5656
Klaipėdos m. sav.,70–74,Vyras,2956
Klaipėdos m. sav.,70–74,Moteris,4773
Klaipėdos m. sav.,75–79,Vyras,1764
Klaipėdos m. sav.,75–79,Moteris,3542
Klaipėdos m. sav.,80–84,Vyras,1520
Klaipėdos m. sav.,80–84,Moteris,3515
Klaipėdos m. sav.,85 ir vyresni,Vyras,1020
Klaipėdos m. sav.,85 ir vyresni,Moteris,2827
Klaipėdos r. sav.,0–4,Vyras,1763
Klaipėdos r. sav.,0–4,Moteris,1697
Klaipėdos r. sav.,5–9,Vyras,1887
Klaipėdos r. sav.,5–9,Moteris,1705
Klaipėdos r. sav.,10–14,Vyras,1845
Klaipėdos r. sav.,10–14,Moteris,1849
Klaipėdos r. sav.,15–19,Vyras,1572
Klaipėdos r. sav.,15–19,Moteris,1437
Klaipėdos r. sav.,20–24,Vyras,1627
Klaipėdos r. sav.,20–24,Moteris,1469
Klaipėdos r. sav.,25–29,Vyras,1835
Klaipėdos r. sav.,25–29,Moteris,1836
Klaipėdos r. sav.,30–34,Vyras,2403
Klaipėdos r. sav.,30–34,Moteris,2340
Klaipėdos r. sav.,35–39,Vyras,2372
Klaipėdos r. sav.,35–39,Moteris,2224
Klaipėdos r. sav.,40–44,Vyras,2101
Klaipėdos r. sav.,40–44,Moteris,2085
Klaipėdos r. sav.,45–49,Vyras,2126
Klaipėdos r. sav.,45–49,Moteris,2104
Klaipėdos r. sav.,50–54,Vyras,2171
Klaipėdos r. sav.,50–54,Moteris,2181
Klaipėdos r. sav.,55–59,Vyras,2067
Klaipėdos r. sav.,55–59,Moteris,2141
Klaipėdos r. sav.,60–64,Vyras,1961
Klaipėdos r. sav.,60–64,Moteris,2092
Klaipėdos r. sav.,65–69,Vyras,1250
Klaipėdos r. sav.,65–69,Moteris,1532
Klaipėdos r. sav.,70–74,Vyras,862
Klaipėdos r. sav.,70–74,Moteris,1230
Klaipėdos r. sav.,75–79,Vyras,515
Klaipėdos r. sav.,75–79,Moteris,919
Klaipėdos r. sav.,80–84,Vyras,422
Klaipėdos r. sav.,80–84,Moteris,839
Klaipėdos r. sav.,85 ir vyresni,Vyras,214
Klaipėdos r. sav.,85 ir vyresni,Moteris,746
Kretingos r. sav.,0–4,Vyras,921
Kretingos r. sav.,0–4,Moteris,838
Kretingos r. sav.,5–9,Vyras,942
Kretingos r. sav.,5–9,Moteris,923
Kretingos r. sav.,10–14,Vyras,1046
Kretingos r. sav.,10–14,Moteris,981
Kretingos r. sav.,15–19,Vyras,978
Kretingos r. sav.,15–19,Moteris,955
Kretingos r. sav.,20–24,Vyras,991
Kretingos r. sav.,20–24,Moteris,993
Kretingos r. sav.,25–29,Vyras,1155
Kretingos r. sav.,25–29,Moteris,1158
Kretingos r. sav.,30–34,Vyras,1234
Kretingos r. sav.,30–34,Moteris,1189
Kretingos r. sav.,35–39,Vyras,1190
Kretingos r. sav.,35–39,Moteris,1134
Kretingos r. sav.,40–44,Vyras,1106
Kretingos r. sav.,40–44,Moteris,1114
Kretingos r. sav.,45–49,Vyras,1235
Kretingos r. sav.,45–49,Moteris,1314
Kretingos r. sav.,50–54,Vyras,1397
Kretingos r. sav.,50–54,Moteris,1541
Kretingos r. sav.,55–59,Vyras,1422
Kretingos r. sav.,55–59,Moteris,1499
Kretingos r. sav.,60–64,Vyras,1274
Kretingos r. sav.,60–64,Moteris,1548
Kretingos r. sav.,65–69,Vyras,937
Kretingos r. sav.,65–69,Moteris,1226
Kretingos r. sav.,70–74,Vyras,664
Kretingos r. sav.,70–74,Moteris,1027
Kretingos r. sav.,75–79,Vyras,473
Kretingos r. sav.,75–79,Moteris,859
Kretingos r. sav.,80–84,Vyras,352
Kretingos r. sav.,80–84,Moteris,826
Kretingos r. sav.,85 ir vyresni,Vyras,247
Kretingos r. sav.,85 ir vyresni,Moteris,715
Neringos sav.,0–4,Vyras,38
Neringos sav.,0–4,Moteris,63
Neringos sav.,5–9,Vyras,53
Neringos sav.,5–9,Moteris,51
Neringos sav.,10–14,Vyras,87
Neringos sav.,10–14,Moteris,71
Neringos sav.,15–19,Vyras,101
Neringos sav.,15–19,Moteris,74
Neringos sav.,20–24,Vyras,88
Neringos sav.,20–24,Moteris,78
Neringos sav.,25–29,Vyras,128
Neringos sav.,25–29,Moteris,110
Neringos sav.,30–34,Vyras,143
Neringos sav.,30–34,Moteris,125
Neringos sav.,35–39,Vyras,164
Neringos sav.,35–39,Moteris,150
Neringos sav.,40–44,Vyras,177
Neringos sav.,40–44,Moteris,155
Neringos sav.,45–49,Vyras,180
Neringos sav.,45–49,Moteris,172
Neringos sav.,50–54,Vyras,177
Neringos sav.,50–54,Moteris,171
Neringos sav.,55–59,Vyras,170
Neringos sav.,55–59,Moteris,160
Neringos sav.,60–64,Vyras,154
Neringos sav.,60–64,Moteris,209
Neringos sav.,65–69,Vyras,104
Neringos sav.,65–69,Moteris,138
Neringos sav.,70–74,Vyras,80
Neringos sav.,70–74,Moteris,95
Neringos sav.,75–79,Vyras,41
Neringos sav.,75–79,Moteris,69
Neringos sav.,80–84,Vyras,28
Neringos sav.,80–84,Moteris,43
Neringos sav.,85 ir vyresni,Vyras,13
Neringos sav.,85 ir vyresni,Moteris,43
Palangos m. sav.,0–4,Vyras,311
Palangos m. sav.,0–4,Moteris,304
Palangos m. sav.,5–9,Vyras,382
Palangos m. sav.,5–9,Moteris,356
Palangos m. sav.,10–14,Vyras,421
Palangos m. sav.,10–14,Moteris,421
Palangos m. sav.,15–19,Vyras,369
Palangos m. sav.,15–19,Moteris,327
Palangos m. sav.,20–24,Vyras,338
Palangos m. sav.,20–24,Moteris,368
Palangos m. sav.,25–29,Vyras,430
Palangos m. sav.,25–29,Moteris,410
Palangos m. sav.,30–34,Vyras,452
Palangos m. sav.,30–34,Moteris,503
Palangos m. sav.,35–39,Vyras,518
Palangos m. sav.,35–39,Moteris,512
Palangos m. sav.,40–44,Vyras,494
Palangos m. sav.,40–44,Moteris,519
Palangos m. sav.,45–49,Vyras,549
Palangos m. sav.,45–49,Moteris,622
Palangos m. sav.,50–54,Vyras,602
Palangos m. sav.,50–54,Moteris,673
Palangos m. sav.,55–59,Vyras,583
Palangos m. sav.,55–59,Moteris,797
Palangos m. sav.,60–64,Vyras,665
Palangos m. sav.,60–64,Moteris,937
Palangos m. sav.,65–69,Vyras,494
Palangos m. sav.,65–69,Moteris,723
Palangos m. sav.,70–74,Vyras,383
Palangos m. sav.,70–74,Moteris,688
Palangos m. sav.,75–79,Vyras,261
Palangos m. sav.,75–79,Moteris,486
Palangos m. sav.,80–84,Vyras,165
Palangos m. sav.,80–84,Moteris,380
Palangos m. sav.,85 ir vyresni,Vyras,151
Palangos m. sav.,85 ir vyresni,Moteris,382
Skuodo r. sav.,0–4,Vyras,274
Skuodo r. sav.,0–4,Moteris,275
Skuodo r. sav.,5–9,Vyras,326
Skuodo r. sav.,5–9,Moteris,372
Skuodo r. sav.,10–14,Vyras,347
Skuodo r. sav.,10–14,Moteris,345
Skuodo r. sav.,15–19,Vyras,411
Skuodo r. sav.,15–19,Moteris,391
Skuodo r. sav.,20–24,Vyras,514
Skuodo r. sav.,20–24,Moteris,509
Skuodo r. sav.,25–29,Vyras,481
Skuodo r. sav.,25–29,Moteris,399
Skuodo r. sav.,30–34,Vyras,461
Skuodo r. sav.,30–34,Moteris,443
Skuodo r. sav.,35–39,Vyras,349
Skuodo r. sav.,35–39,Moteris,317
Skuodo r. sav.,40–44,Vyras,362
Skuodo r. sav.,40–44,Moteris,388
Skuodo r. sav.,45–49,Vyras,451
Skuodo r. sav.,45–49,Moteris,521
Skuodo r. sav.,50–54,Vyras,605
Skuodo r. sav.,50–54,Moteris,690
Skuodo r. sav.,55–59,Vyras,687
Skuodo r. sav.,55–59,Moteris,721
Skuodo r. sav.,60–64,Vyras,656
Skuodo r. sav.,60–64,Moteris,760
Skuodo r. sav.,65–69,Vyras,503
Skuodo r. sav.,65–69,Moteris,602
Skuodo r. sav.,70–74,Vyras,395
Skuodo r. sav.,70–74,Moteris,553
Skuodo r. sav.,75–79,Vyras,265
Skuodo r. sav.,75–79,Moteris,497
Skuodo r. sav.,80–84,Vyras,145
Skuodo r. sav.,80–84,Moteris,355
Skuodo r. sav.,85 ir vyresni,Vyras,117
Skuodo r. sav.,85 ir vyresni,Moteris,344
Šilutės r. sav.,0–4,Vyras,805
Šilutės r. sav.,0–4,Moteris,751
Šilutės r. sav.,5–9,Vyras,996
Šilutės r. sav.,5–9,Moteris,972
Šilutės r. sav.,10–14,Vyras,981
Šilutės r. sav.,10–14,Moteris,982
Šilutės r. sav.,15–19,Vyras,1036
Šilutės r. sav.,15–19,Moteris,943
Šilutės r. sav.,20–24,Vyras,1164
Šilutės r. sav.,20–24,Moteris,1113
Šilutės r. sav.,25–29,Vyras,1186
Šilutės r. sav.,25–29,Moteris,1075
Šilutės r. sav.,30–34,Vyras,1261
Šilutės r. sav.,30–34,Moteris,1207
Šilutės r. sav.,35–39,Vyras,1121
Šilutės r. sav.,35–39,Moteris,1060
Šilutės r. sav.,40–44,Vyras,1065
Šilutės r. sav.,40–44,Moteris,996
Šilutės r. sav.,45–49,Vyras,1265
Šilutės r. sav.,45–49,Moteris,1309
Šilutės r. sav.,50–54,Vyras,1510
Šilutės r. sav.,50–54,Moteris,1611
Šilutės r. sav.,55–59,Vyras,1583
Šilutės r. sav.,55–59,Moteris,1649
Šilutės r. sav.,60–64,Vyras,1477
Šilutės r. sav.,60–64,Moteris,1769
Šilutės r. sav.,65–69,Vyras,946
Šilutės r. sav.,65–69,Moteris,1314
Šilutės r. sav.,70–74,Vyras,704
Šilutės r. sav.,70–74,Moteris,1110
Šilutės r. sav.,75–79,Vyras,448
Šilutės r. sav.,75–79,Moteris,857
Šilutės r. sav.,80–84,Vyras,316
Šilutės r. sav.,80–84,Moteris,857
Šilutės r. sav.,85 ir vyresni,Vyras,249
Šilutės r. sav.,85 ir vyresni,Moteris,805
Kalvarijos sav.,0–4,Vyras,214
Kalvarijos sav.,0–4,Moteris,211
Kalvarijos sav.,5–9,Vyras,280
Kalvarijos sav.,5–9,Moteris,231
Kalvarijos sav.,10–14,Vyras,282
Kalvarijos sav.,10–14,Moteris,249
Kalvarijos sav.,15–19,Vyras,315
Kalvarijos sav.,15–19,Moteris,302
Kalvarijos sav.,20–24,Vyras,321
Kalvarijos sav.,20–24,Moteris,305
Kalvarijos sav.,25–29,Vyras,340
Kalvarijos sav.,25–29,Moteris,289
Kalvarijos sav.,30–34,Vyras,324
Kalvarijos sav.,30–34,Moteris,302
Kalvarijos sav.,35–39,Vyras,296
Kalvarijos sav.,35–39,Moteris,279
Kalvarijos sav.,40–44,Vyras,305
Kalvarijos sav.,40–44,Moteris,270
Kalvarijos sav.,45–49,Vyras,341
Kalvarijos sav.,45–49,Moteris,315
Kalvarijos sav.,50–54,Vyras,375
Kalvarijos sav.,50–54,Moteris,420
Kalvarijos sav.,55–59,Vyras,401
Kalvarijos sav.,55–59,Moteris,409
Kalvarijos sav.,60–64,Vyras,338
Kalvarijos sav.,60–64,Moteris,372
Kalvarijos sav.,65–69,Vyras,251
Kalvarijos sav.,65–69,Moteris,313
Kalvarijos sav.,70–74,Vyras,133
Kalvarijos sav.,70–74,Moteris,215
Kalvarijos sav.,75–79,Vyras,95
Kalvarijos sav.,75–79,Moteris,217
Kalvarijos sav.,80–84,Vyras,69
Kalvarijos sav.,80–84,Moteris,197
Kalvarijos sav.,85 ir vyresni,Vyras,71
Kalvarijos sav.,85 ir vyresni,Moteris,272
Kazlų Rūdos sav.,0–4,Vyras,231
Kazlų Rūdos sav.,0–4,Moteris,204
Kazlų Rūdos sav.,5–9,Vyras,294
Kazlų Rūdos sav.,5–9,Moteris,254
Kazlų Rūdos sav.,10–14,Vyras,280
Kazlų Rūdos sav.,10–14,Moteris,254
Kazlų Rūdos sav.,15–19,Vyras,330
Kazlų Rūdos sav.,15–19,Moteris,286
Kazlų Rūdos sav.,20–24,Vyras,318
Kazlų Rūdos sav.,20–24,Moteris,288
Kazlų Rūdos sav.,25–29,Vyras,326
Kazlų Rūdos sav.,25–29,Moteris,295
Kazlų Rūdos sav.,30–34,Vyras,392
Kazlų Rūdos sav.,30–34,Moteris,282
Kazlų Rūdos sav.,35–39,Vyras,319
Kazlų Rūdos sav.,35–39,Moteris,318
Kazlų Rūdos sav.,40–44,Vyras,337
Kazlų Rūdos sav.,40–44,Moteris,328
Kazlų Rūdos sav.,45–49,Vyras,379
Kazlų Rūdos sav.,45–49,Moteris,345
Kazlų Rūdos sav.,50–54,Vyras,442
Kazlų Rūdos sav.,50–54,Moteris,423
Kazlų Rūdos sav.,55–59,Vyras,418
Kazlų Rūdos sav.,55–59,Moteris,459
Kazlų Rūdos sav.,60–64,Vyras,418
Kazlų Rūdos sav.,60–64,Moteris,482
Kazlų Rūdos sav.,65–69,Vyras,266
Kazlų Rūdos sav.,65–69,Moteris,363
Kazlų Rūdos sav.,70–74,Vyras,213
Kazlų Rūdos sav.,70–74,Moteris,353
Kazlų Rūdos sav.,75–79,Vyras,151
Kazlų Rūdos sav.,75–79,Moteris,268
Kazlų Rūdos sav.,80–84,Vyras,107
Kazlų Rūdos sav.,80–84,Moteris,243
Kazlų Rūdos sav.,85 ir vyresni,Vyras,63
Kazlų Rūdos sav.,85 ir vyresni,Moteris,230
Marijampolės sav.,0–4,Vyras,1162
Marijampolės sav.,0–4,Moteris,1091
Marijampolės sav.,5–9,Vyras,1383
Marijampolės sav.,5–9,Moteris,1302
Marijampolės sav.,10–14,Vyras,1489
Marijampolės sav.,10–14,Moteris,1284
Marijampolės sav.,15–19,Vyras,1355
Marijampolės sav.,15–19,Moteris,1233
Marijampolės sav.,20–24,Vyras,1475
Marijampolės sav.,20–24,Moteris,1341
Marijampolės sav.,25–29,Vyras,1656
Marijampolės sav.,25–29,Moteris,1580
Marijampolės sav.,30–34,Vyras,1949
Marijampolės sav.,30–34,Moteris,1733
Marijampolės sav.,35–39,Vyras,1923
Marijampolės sav.,35–39,Moteris,1677
Marijampolės sav.,40–44,Vyras,1738
Marijampolės sav.,40–44,Moteris,1631
Marijampolės sav.,45–49,Vyras,1742
Marijampolės sav.,45–49,Moteris,1792
Marijampolės sav.,50–54,Vyras,2013
Marijampolės sav.,50–54,Moteris,2165
Marijampolės sav.,55–59,Vyras,2080
Marijampolės sav.,55–59,Moteris,2354
Marijampolės sav.,60–64,Vyras,2059
Marijampolės sav.,60–64,Moteris,2421
Marijampolės sav.,65–69,Vyras,1399
Marijampolės sav.,65–69,Moteris,1915
Marijampolės sav.,70–74,Vyras,1003
Marijampolės sav.,70–74,Moteris,1425
Marijampolės sav.,75–79,Vyras,659
Marijampolės sav.,75–79,Moteris,1292
Marijampolės sav.,80–84,Vyras,453
Marijampolės sav.,80–84,Moteris,1103
Marijampolės sav.,85 ir vyresni,Vyras,350
Marijampolės sav.,85 ir vyresni,Moteris,1064
Marijampolės r. sav.,0–4,Vyras,
Marijampolės r. sav.,0–4,Moteris,
Marijampolės r. sav.,5–9,Vyras,
Marijampolės r. sav.,5–9,Moteris,
Marijampolės r. sav.,10–14,Vyras,
Marijampolės r. sav.,10–14,Moteris,
Marijampolės r. sav.,15–19,Vyras,
Marijampolės r. sav.,15–19,Moteris,
Marijampolės r. sav.,20–24,Vyras,
Marijampolės r. sav.,20–24,Moteris,
Marijampolės r. sav.,25–29,Vyras,
Marijampolės r. sav.,25–29,Moteris,
Marijampolės r. sav.,30–34,Vyras,
Marijampolės r. sav.,30–34,Moteris,
Marijampolės r. sav.,35–39,Vyras,
Marijampolės r. sav.,35–39,Moteris,
Marijampolės r. sav.,40–44,Vyras,
Marijampolės r. sav.,40–44,Moteris,
Marijampolės r. sav.,45–49,Vyras,
Marijampolės r. sav.,45–49,Moteris,
Marijampolės r. sav.,50–54,Vyras,
Marijampolės r. sav.,50–54,Moteris,
Marijampolės r. sav.,55–59,Vyras,
Marijampolės r. sav.,55–59,Moteris,
Marijampolės r. sav.,60–64,Vyras,
Marijampolės r. sav.,60–64,Moteris,
Marijampolės r. sav.,65–69,Vyras,
Marijampolės r. sav.,65–69,Moteris,
Marijampolės r. sav.,70–74,Vyras,
Marijampolės r. sav.,70–74,Moteris,
Marijampolės r. sav.,75–79,Vyras,
Marijampolės r. sav.,75–79,Moteris,
Marijampolės r. sav.,80–84,Vyras,
Marijampolės r. sav.,80–84,Moteris,
Marijampolės r. sav.,85 ir vyresni,Vyras,
Marijampolės r. sav.,85 ir vyresni,Moteris,
Šakių r. sav.,0–4,Vyras,446
Šakių r. sav.,0–4,Moteris,487
Šakių r. sav.,5–9,Vyras,545
Šakių r. sav.,5–9,Moteris,564
Šakių r. sav.,10–14,Vyras,618
Šakių r. sav.,10–14,Moteris,610
Šakių r. sav.,15–19,Vyras,729
Šakių r. sav.,15–19,Moteris,680
Šakių r. sav.,20–24,Vyras,876
Šakių r. sav.,20–24,Moteris,773
Šakių r. sav.,25–29,Vyras,898
Šakių r. sav.,25–29,Moteris,755
Šakių r. sav.,30–34,Vyras,846
Šakių r. sav.,30–34,Moteris,697
Šakių r. sav.,35–39,Vyras,730
Šakių r. sav.,35–39,Moteris,660
Šakių r. sav.,40–44,Vyras,705
Šakių r. sav.,40–44,Moteris,715
Šakių r. sav.,45–49,Vyras,852
Šakių r. sav.,45–49,Moteris,894
Šakių r. sav.,50–54,Vyras,1022
Šakių r. sav.,50–54,Moteris,1091
Šakių r. sav.,55–59,Vyras,1102
Šakių r. sav.,55–59,Moteris,1118
Šakių r. sav.,60–64,Vyras,1087
Šakių r. sav.,60–64,Moteris,1142
Šakių r. sav.,65–69,Vyras,631
Šakių r. sav.,65–69,Moteris,870
Šakių r. sav.,70–74,Vyras,490
Šakių r. sav.,70–74,Moteris,742
Šakių r. sav.,75–79,Vyras,327
Šakių r. sav.,75–79,Moteris,709
Šakių r. sav.,80–84,Vyras,321
Šakių r. sav.,80–84,Moteris,695
Šakių r. sav.,85 ir vyresni,Vyras,214
Šakių r. sav.,85 ir vyresni,Moteris,677
Vilkaviškio r. sav.,0–4,Vyras,656
Vilkaviškio r. sav.,0–4,Moteris,680
Vilkaviškio r. sav.,5–9,Vyras,840
Vilkaviškio r. sav.,5–9,Moteris,734
Vilkaviškio r. sav.,10–14,Vyras,898
Vilkaviškio r. sav.,10–14,Moteris,871
Vilkaviškio r. sav.,15–19,Vyras,932
Vilkaviškio r. sav.,15–19,Moteris,962
Vilkaviškio r. sav.,20–24,Vyras,1087
Vilkaviškio r. sav.,20–24,Moteris,1012
Vilkaviškio r. sav.,25–29,Vyras,1076
Vilkaviškio r. sav.,25–29,Moteris,995
Vilkaviškio r. sav.,30–34,Vyras,1137
Vilkaviškio r. sav.,30–34,Moteris,975
Vilkaviškio r. sav.,35–39,Vyras,973
Vilkaviškio r. sav.,35–39,Moteris,867
Vilkaviškio r. sav.,40–44,Vyras,978
Vilkaviškio r. sav.,40–44,Moteris,987
Vilkaviškio r. sav.,45–49,Vyras,1149
Vilkaviškio r. sav.,45–49,Moteris,1250
Vilkaviškio r. sav.,50–54,Vyras,1400
Vilkaviškio r. sav.,50–54,Moteris,1384
Vilkaviškio r. sav.,55–59,Vyras,1340
Vilkaviškio r. sav.,55–59,Moteris,1442
Vilkaviškio r. sav.,60–64,Vyras,1335
Vilkaviškio r. sav.,60–64,Moteris,1480
Vilkaviškio r. sav.,65–69,Vyras,887
Vilkaviškio r. sav.,65–69,Moteris,1221
Vilkaviškio r. sav.,70–74,Vyras,700
Vilkaviškio r. sav.,70–74,Moteris,1132
Vilkaviškio r. sav.,75–79,Vyras,489
Vilkaviškio r. sav.,75–79,Moteris,919
