municipality_name,age_gr,sex,pop
Vilkaviškio r. sav.,80–84,Vyras,299
Vilkaviškio r. sav.,80–84,Moteris,839
Vilkaviškio r. sav.,85 ir vyresni,Vyras,256
Vilkaviškio r. sav.,85 ir vyresni,Moteris,760
Biržų r. sav.,0–4,Vyras,434
Biržų r. sav.,0–4,Moteris,390
Biržų r. sav.,5–9,Vyras,459
Biržų r. sav.,5–9,Moteris,434
Biržų r. sav.,10–14,Vyras,483
Biržų r. sav.,10–14,Moteris,412
Biržų r. sav.,15–19,Vyras,600
Biržų r. sav.,15–19,Moteris,543
Biržų r. sav.,20–24,Vyras,687
Biržų r. sav.,20–24,Moteris,615
Biržų r. sav.,25–29,Vyras,722
Biržų r. sav.,25–29,Moteris,618
Biržų r. sav.,30–34,Vyras,660
Biržų r. sav.,30–34,Moteris,617
Biržų r. sav.,35–39,Vyras,519
Biržų r. sav.,35–39,Moteris,506
Biržų r. sav.,40–44,Vyras,542
Biržų r. sav.,40–44,Moteris,551
Biržų r. sav.,45–49,Vyras,773
Biržų r. sav.,45–49,Moteris,840
Biržų r. sav.,50–54,Vyras,949
Biržų r. sav.,50–54,Moteris,1020
Biržų r. sav.,55–59,Vyras,920
Biržų r. sav.,55–59,Moteris,989
Biržų r. sav.,60–64,Vyras,852
Biržų r. sav.,60–64,Moteris,1005
Biržų r. sav.,65–69,Vyras,593
Biržų r. sav.,65–69,Moteris,810
Biržų r. sav.,70–74,Vyras,468
Biržų r. sav.,70–74,Moteris,811
Biržų r. sav.,75–79,Vyras,378
Biržų r. sav.,75–79,Moteris,695
Biržų r. sav.,80–84,Vyras,253
Biržų r. sav.,80–84,Moteris,684
Biržų r. sav.,85 ir vyresni,Vyras,213
Biržų r. sav.,85 ir vyresni,Moteris,711
Kupiškio r. sav.,0–4,Vyras,282
Kupiškio r. sav.,0–4,Moteris,265
Kupiškio r. sav.,5–9,Vyras,324
Kupiškio r. sav.,5–9,Moteris,342
Kupiškio r. sav.,10–14,Vyras,310
Kupiškio r. sav.,10–14,Moteris,330
Kupiškio r. sav.,15–19,Vyras,387
Kupiškio r. sav.,15–19,Moteris,430
Kupiškio r. sav.,20–24,Vyras,475
Kupiškio r. sav.,20–24,Moteris,461
Kupiškio r. sav.,25–29,Vyras,518
Kupiškio r. sav.,25–29,Moteris,445
Kupiškio r. sav.,30–34,Vyras,473
Kupiškio r. sav.,30–34,Moteris,422
Kupiškio r. sav.,35–39,Vyras,435
Kupiškio r. sav.,35–39,Moteris,370
Kupiškio r. sav.,40–44,Vyras,436
Kupiškio r. sav.,40–44,Moteris,381
Kupiškio r. sav.,45–49,Vyras,457
Kupiškio r. sav.,45–49,Moteris,522
Kupiškio r. sav.,50–54,Vyras,629
Kupiškio r. sav.,50–54,Moteris,755
Kupiškio r. sav.,55–59,Vyras,724
Kupiškio r. sav.,55–59,Moteris,779
Kupiškio r. sav.,60–64,Vyras,659
Kupiškio r. sav.,60–64,Moteris,760
Kupiškio r. sav.,65–69,Vyras,444
Kupiškio r. sav.,65–69,Moteris,563
Kupiškio r. sav.,70–74,Vyras,311
Kupiškio r. sav.,70–74,Moteris,515
Kupiškio r. sav.,75–79,Vyras,266
Kupiškio r. sav.,75–79,Moteris,507
Kupiškio r. sav.,80–84,Vyras,174
Kupiškio r. sav.,80–84,Moteris,454
Kupiškio r. sav.,85 ir vyresni,Vyras,146
Kupiškio r. sav.,85 ir vyresni,Moteris,481
Panevėžio m. sav.,0–4,Vyras,1734
Panevėžio m. sav.,0–4,Moteris,1569
Panevėžio m. sav.,5–9,Vyras,1984
Panevėžio m. sav.,5–9,Moteris,1907
Panevėžio m. sav.,10–14,Vyras,2045
Panevėžio m. sav.,10–14,Moteris,1883
Panevėžio m. sav.,15–19,Vyras,1976
Panevėžio m. sav.,15–19,Moteris,1882
Panevėžio m. sav.,20–24,Vyras,2075
Panevėžio m. sav.,20–24,Moteris,2029
Panevėžio m. sav.,25–29,Vyras,2350
Panevėžio m. sav.,25–29,Moteris,2263
Panevėžio m. sav.,30–34,Vyras,2734
Panevėžio m. sav.,30–34,Moteris,2757
Panevėžio m. sav.,35–39,Vyras,2474
Panevėžio m. sav.,35–39,Moteris,2530
Panevėžio m. sav.,40–44,Vyras,2408
Panevėžio m. sav.,40–44,Moteris,2440
Panevėžio m. sav.,45–49,Vyras,2684
Panevėžio m. sav.,45–49,Moteris,3145
Panevėžio m. sav.,50–54,Vyras,2987
Panevėžio m. sav.,50–54,Moteris,3758
Panevėžio m. sav.,55–59,Vyras,3310
Panevėžio m. sav.,55–59,Moteris,4405
Panevėžio m. sav.,60–64,Vyras,3259
Panevėžio m. sav.,60–64,Moteris,4546
Panevėžio m. sav.,65–69,Vyras,2272
Panevėžio m. sav.,65–69,Moteris,3323
Panevėžio m. sav.,70–74,Vyras,1650
Panevėžio m. sav.,70–74,Moteris,3128
Panevėžio m. sav.,75–79,Vyras,1299
Panevėžio m. sav.,75–79,Moteris,2788
Panevėžio m. sav.,80–84,Vyras,961
Panevėžio m. sav.,80–84,Moteris,2311
Panevėžio m. sav.,85 ir vyresni,Vyras,676
Panevėžio m. sav.,85 ir vyresni,Moteris,2048
Panevėžio r. sav.,0–4,Vyras,736
Panevėžio r. sav.,0–4,Moteris,670
Panevėžio r. sav.,5–9,Vyras,868
Panevėžio r. sav.,5–9,Moteris,843
Panevėžio r. sav.,10–14,Vyras,906
Panevėžio r. sav.,10–14,Moteris,865
Panevėžio r. sav.,15–19,Vyras,1000
Panevėžio r. sav.,15–19,Moteris,918
Panevėžio r. sav.,20–24,Vyras,1046
Panevėžio r. sav.,20–24,Moteris,940
Panevėžio r. sav.,25–29,Vyras,1132
Panevėžio r. sav.,25–29,Moteris,954
Panevėžio r. sav.,30–34,Vyras,1210
Panevėžio r. sav.,30–34,Moteris,1051
Panevėžio r. sav.,35–39,Vyras,1043
Panevėžio r. sav.,35–39,Moteris,1001
Panevėžio r. sav.,40–44,Vyras,1042
Panevėžio r. sav.,40–44,Moteris,984
Panevėžio r. sav.,45–49,Vyras,1277
Panevėžio r. sav.,45–49,Moteris,1229
Panevėžio r. sav.,50–54,Vyras,1408
Panevėžio r. sav.,50–54,Moteris,1447
Panevėžio r. sav.,55–59,Vyras,1535
Panevėžio r. sav.,55–59,Moteris,1557
Panevėžio r. sav.,60–64,Vyras,1363
Panevėžio r. sav.,60–64,Moteris,1444
Panevėžio r. sav.,65–69,Vyras,941
Panevėžio r. sav.,65–69,Moteris,1092
Panevėžio r. sav.,70–74,Vyras,669
Panevėžio r. sav.,70–74,Moteris,888
Panevėžio r. sav.,75–79,Vyras,475
Panevėžio r. sav.,75–79,Moteris,824
Panevėžio r. sav.,80–84,Vyras,317
Panevėžio r. sav.,80–84,Moteris,701
Panevėžio r. sav.,85 ir vyresni,Vyras,216
Panevėžio r. sav.,85 ir vyresni,Moteris,672
Pasvalio r. sav.,0–4,Vyras,395
Pasvalio r. sav.,0–4,Moteris,409
Pasvalio r. sav.,5–9,Vyras,530
Pasvalio r. sav.,5–9,Moteris,485
Pasvalio r. sav.,10–14,Vyras,548
Pasvalio r. sav.,10–14,Moteris,538
Pasvalio r. sav.,15–19,Vyras,617
Pasvalio r. sav.,15–19,Moteris,575
Pasvalio r. sav.,20–24,Vyras,694
Pasvalio r. sav.,20–24,Moteris,660
Pasvalio r. sav.,25–29,Vyras,724
Pasvalio r. sav.,25–29,Moteris,640
Pasvalio r. sav.,30–34,Vyras,712
Pasvalio r. sav.,30–34,Moteris,633
Pasvalio r. sav.,35–39,Vyras,594
Pasvalio r. sav.,35–39,Moteris,525
Pasvalio r. sav.,40–44,Vyras,591
Pasvalio r. sav.,40–44,Moteris,592
Pasvalio r. sav.,45–49,Vyras,777
Pasvalio r. sav.,45–49,Moteris,820
Pasvalio r. sav.,50–54,Vyras,939
Pasvalio r. sav.,50–54,Moteris,993
Pasvalio r. sav.,55–59,Vyras,983
Pasvalio r. sav.,55–59,Moteris,1004
Pasvalio r. sav.,60–64,Vyras,843
Pasvalio r. sav.,60–64,Moteris,945
Pasvalio r. sav.,65–69,Vyras,556
Pasvalio r. sav.,65–69,Moteris,723
Pasvalio r. sav.,70–74,Vyras,415
Pasvalio r. sav.,70–74,Moteris,743
Pasvalio r. sav.,75–79,Vyras,316
Pasvalio r. sav.,75–79,Moteris,628
Pasvalio r. sav.,80–84,Vyras,204
Pasvalio r. sav.,80–84,Moteris,611
Pasvalio r. sav.,85 ir vyresni,Vyras,182
Pasvalio r. sav.,85 ir vyresni,Moteris,524
Rokiškio r. sav.,0–4,Vyras,433
Rokiškio r. sav.,0–4,Moteris,443
Rokiškio r. sav.,5–9,Vyras,497
Rokiškio r. sav.,5–9,Moteris,512
Rokiškio r. sav.,10–14,Vyras,595
Rokiškio r. sav.,10–14,Moteris,577
Rokiškio r. sav.,15–19,Vyras,663
Rokiškio r. sav.,15–19,Moteris,648
Rokiškio r. sav.,20–24,Vyras,782
Rokiškio r. sav.,20–24,Moteris,739
Rokiškio r. sav.,25–29,Vyras,876
Rokiškio r. sav.,25–29,Moteris,789
Rokiškio r. sav.,30–34,Vyras,928
Rokiškio r. sav.,30–34,Moteris,748
Rokiškio r. sav.,35–39,Vyras,805
Rokiškio r. sav.,35–39,Moteris,651
Rokiškio r. sav.,40–44,Vyras,733
Rokiškio r. sav.,40–44,Moteris,694
Rokiškio r. sav.,45–49,Vyras,939
Rokiškio r. sav.,45–49,Moteris,1039
Rokiškio r. sav.,50–54,Vyras,1164
Rokiškio r. sav.,50–54,Moteris,1251
Rokiškio r. sav.,55–59,Vyras,1243
Rokiškio r. sav.,55–59,Moteris,1288
Rokiškio r. sav.,60–64,Vyras,1161
Rokiškio r. sav.,60–64,Moteris,1343
Rokiškio r. sav.,65–69,Vyras,809
Rokiškio r. sav.,65–69,Moteris,1014
Rokiškio r. sav.,70–74,Vyras,527
Rokiškio r. sav.,70–74,Moteris,877
Rokiškio r. sav.,75–79,Vyras,408
Rokiškio r. sav.,75–79,Moteris,831
Rokiškio r. sav.,80–84,Vyras,328
Rokiškio r. sav.,80–84,Moteris,806
Rokiškio r. sav.,85 ir vyresni,Vyras,255
Rokiškio r. sav.,85 ir vyresni,Moteris,808
Akmenės r. sav.,0–4,Vyras,361
Akmenės r. sav.,0–4,Moteris,341
Akmenės r. sav.,5–9,Vyras,458
Akmenės r. sav.,5–9,Moteris,410
Akmenės r. sav.,10–14,Vyras,479
Akmenės r. sav.,10–14,Moteris,439
Akmenės r. sav.,15–19,Vyras,478
Akmenės r. sav.,15–19,Moteris,453
Akmenės r. sav.,20–24,Vyras,558
Akmenės r. sav.,20–24,Moteris,502
Akmenės r. sav.,25–29,Vyras,590
Akmenės r. sav.,25–29,Moteris,492
Akmenės r. sav.,30–34,Vyras,597
Akmenės r. sav.,30–34,Moteris,522
Akmenės r. sav.,35–39,Vyras,536
Akmenės r. sav.,35–39,Moteris,431
Akmenės r. sav.,40–44,Vyras,449
Akmenės r. sav.,40–44,Moteris,453
Akmenės r. sav.,45–49,Vyras,555
Akmenės r. sav.,45–49,Moteris,619
Akmenės r. sav.,50–54,Vyras,748
Akmenės r. sav.,50–54,Moteris,798
Akmenės r. sav.,55–59,Vyras,818
Akmenės r. sav.,55–59,Moteris,853
Akmenės r. sav.,60–64,Vyras,789
Akmenės r. sav.,60–64,Moteris,948
Akmenės r. sav.,65–69,Vyras,569
Akmenės r. sav.,65–69,Moteris,755
Akmenės r. sav.,70–74,Vyras,408
Akmenės r. sav.,70–74,Moteris,717
Akmenės r. sav.,75–79,Vyras,271
Akmenės r. sav.,75–79,Moteris,610
Akmenės r. sav.,80–84,Vyras,185
Akmenės r. sav.,80–84,Moteris,513
Akmenės r. sav.,85 ir vyresni,Vyras,131
Akmenės r. sav.,85 ir vyresni,Moteris,423
Joniškio r. sav.,0–4,Vyras,358
Joniškio r. sav.,0–4,Moteris,356
Joniškio r. sav.,5–9,Vyras,432
Joniškio r. sav.,5–9,Moteris,410
Joniškio r. sav.,10–14,Vyras,479
Joniškio r. sav.,10–14,Moteris,429
Joniškio r. sav.,15–19,Vyras,570
Joniškio r. sav.,15–19,Moteris,536
Joniškio r. sav.,20–24,Vyras,594
Joniškio r. sav.,20–24,Moteris,557
Joniškio r. sav.,25–29,Vyras,641
Joniškio r. sav.,25–29,Moteris,549
Joniškio r. sav.,30–34,Vyras,616
Joniškio r. sav.,30–34,Moteris,526
Joniškio r. sav.,35–39,Vyras,546
Joniškio r. sav.,35–39,Moteris,523
Joniškio r. sav.,40–44,Vyras,586
Joniškio r. sav.,40–44,Moteris,542
Joniškio r. sav.,45–49,Vyras,706
Joniškio r. sav.,45–49,Moteris,712
Joniškio r. sav.,50–54,Vyras,851
Joniškio r. sav.,50–54,Moteris,923
Joniškio r. sav.,55–59,Vyras,925
Joniškio r. sav.,55–59,Moteris,1012
Joniškio r. sav.,60–64,Vyras,810
Joniškio r. sav.,60–64,Moteris,950
Joniškio r. sav.,65–69,Vyras,550
Joniškio r. sav.,65–69,Moteris,758
Joniškio r. sav.,70–74,Vyras,454
Joniškio r. sav.,70–74,Moteris,680
Joniškio r. sav.,75–79,Vyras,315
Joniškio r. sav.,75–79,Moteris,644
Joniškio r. sav.,80–84,Vyras,216
Joniškio r. sav.,80–84,Moteris,516
Joniškio r. sav.,85 ir vyresni,Vyras,148
Joniškio r. sav.,85 ir vyresni,Moteris,478
Kelmės r. sav.,0–4,Vyras,420
Kelmės r. sav.,0–4,Moteris,389
Kelmės r. sav.,5–9,Vyras,537
Kelmės r. sav.,5–9,Moteris,499
Kelmės r. sav.,10–14,Vyras,635
Kelmės r. sav.,10–14,Moteris,548
Kelmės r. sav.,15–19,Vyras,634
Kelmės r. sav.,15–19,Moteris,654
Kelmės r. sav.,20–24,Vyras,760
Kelmės r. sav.,20–24,Moteris,687
Kelmės r. sav.,25–29,Vyras,789
Kelmės r. sav.,25–29,Moteris,648
Kelmės r. sav.,30–34,Vyras,735
Kelmės r. sav.,30–34,Moteris,630
Kelmės r. sav.,35–39,Vyras,649
Kelmės r. sav.,35–39,Moteris,611
Kelmės r. sav.,40–44,Vyras,704
Kelmės r. sav.,40–44,Moteris,701
Kelmės r. sav.,45–49,Vyras,830
Kelmės r. sav.,45–49,Moteris,895
Kelmės r. sav.,50–54,Vyras,1013
Kelmės r. sav.,50–54,Moteris,1092
Kelmės r. sav.,55–59,Vyras,1094
Kelmės r. sav.,55–59,Moteris,1079
Kelmės r. sav.,60–64,Vyras,1042
Kelmės r. sav.,60–64,Moteris,1134
Kelmės r. sav.,65–69,Vyras,705
Kelmės r. sav.,65–69,Moteris,912
Kelmės r. sav.,70–74,Vyras,581
Kelmės r. sav.,70–74,Moteris,830
Kelmės r. sav.,75–79,Vyras,358
Kelmės r. sav.,75–79,Moteris,716
Kelmės r. sav.,80–84,Vyras,271
Kelmės r. sav.,80–84,Moteris,680
Kelmės r. sav.,85 ir vyresni,Vyras,211
Kelmės r. sav.,85 ir vyresni,Moteris,728
Pakruojo r. sav.,0–4,Vyras,313
Pakruojo r. sav.,0–4,Moteris,340
Pakruojo r. sav.,5–9,Vyras,379
Pakruojo r. sav.,5–9,Moteris,385
Pakruojo r. sav.,10–14,Vyras,420
Pakruojo r. sav.,10–14,Moteris,409
Pakruojo r. sav.,15–19,Vyras,510
Pakruojo r. sav.,15–19,Moteris,494
Pakruojo r. sav.,20–24,Vyras,588
Pakruojo r. sav.,20–24,Moteris,528
Pakruojo r. sav.,25–29,Vyras,556
Pakruojo r. sav.,25–29,Moteris,493
Pakruojo r. sav.,30–34,Vyras,550
Pakruojo r. sav.,30–34,Moteris,434
Pakruojo r. sav.,35–39,Vyras,479
Pakruojo r. sav.,35–39,Moteris,425
Pakruojo r. sav.,40–44,Vyras,512
Pakruojo r. sav.,40–44,Moteris,533
Pakruojo r. sav.,45–49,Vyras,696
Pakruojo r. sav.,45–49,Moteris,652
Pakruojo r. sav.,50–54,Vyras,791
Pakruojo r. sav.,50–54,Moteris,807
Pakruojo r. sav.,55–59,Vyras,774
Pakruojo r. sav.,55–59,Moteris,805
Pakruojo r. sav.,60–64,Vyras,742
Pakruojo r. sav.,60–64,Moteris,804
Pakruojo r. sav.,65–69,Vyras,443
Pakruojo r. sav.,65–69,Moteris,642
Pakruojo r. sav.,70–74,Vyras,370
Pakruojo r. sav.,70–74,Moteris,622
Pakruojo r. sav.,75–79,Vyras,289
Pakruojo r. sav.,75–79,Moteris,544
Pakruojo r. sav.,80–84,Vyras,168
Pakruojo r. sav.,80–84,Moteris,452
Pakruojo r. sav.,85 ir vyresni,Vyras,120
Pakruojo r. sav.,85 ir vyresni,Moteris,428
Radviliškio r. sav.,0–4,Vyras,660
Radviliškio r. sav.,0–4,Moteris,592
Radviliškio r. sav.,5–9,Vyras,846
Radviliškio r. sav.,5–9,Moteris,772
Radviliškio r. sav.,10–14,Vyras,859
Radviliškio r. sav.,10–14,Moteris,835
Radviliškio r. sav.,15–19,Vyras,953
Radviliškio r. sav.,15–19,Moteris,928
Radviliškio r. sav.,20–24,Vyras,978
Radviliškio r. sav.,20–24,Moteris,933
Radviliškio r. sav.,25–29,Vyras,1080
Radviliškio r. sav.,25–29,Moteris,904
Radviliškio r. sav.,30–34,Vyras,1064
Radviliškio r. sav.,30–34,Moteris,897
Radviliškio r. sav.,35–39,Vyras,995
Radviliškio r. sav.,35–39,Moteris,867
Radviliškio r. sav.,40–44,Vyras,913
Radviliškio r. sav.,40–44,Moteris,888
Radviliškio r. sav.,45–49,Vyras,1096
Radviliškio r. sav.,45–49,Moteris,1205
Radviliškio r. sav.,50–54,Vyras,1467
Radviliškio r. sav.,50–54,Moteris,1498
Radviliškio r. sav.,55–59,Vyras,1475
Radviliškio r. sav.,55–59,Moteris,1568
Radviliškio r. sav.,60–64,Vyras,1395
Radviliškio r. sav.,60–64,Moteris,1572
Radviliškio r. sav.,65–69,Vyras,874
Radviliškio r. sav.,65–69,Moteris,1193
Radviliškio r. sav.,70–74,Vyras,658
Radviliškio r. sav.,70–74,Moteris,1013
Radviliškio r. sav.,75–79,Vyras,449
Radviliškio r. sav.,75–79,Moteris,977
Radviliškio r. sav.,80–84,Vyras,327
Radviliškio r. sav.,80–84,Moteris,829
Radviliškio r. sav.,85 ir vyresni,Vyras,210
Radviliškio r. sav.,85 ir vyresni,Moteris,789
Šiaulių m. sav.,0–4,Vyras,2364
Šiaulių m. sav.,0–4,Moteris,2318
Šiaulių m. sav.,5–9,Vyras,2648
Šiaulių m. sav.,5–9,Moteris,2583
Šiaulių m. sav.,10–14,Vyras,2469
Šiaulių m. sav.,10–14,Moteris,2468
Šiaulių m. sav.,15–19,Vyras,2092
Šiaulių m. sav.,15–19,Moteris,2049
Šiaulių m. sav.,20–24,Vyras,2263
Šiaulių m. sav.,20–24,Moteris,2188
Šiaulių m. sav.,25–29,Vyras,3023
Šiaulių m. sav.,25–29,Moteris,2778
Šiaulių m. sav.,30–34,Vyras,3854
Šiaulių m. sav.,30–34,Moteris,3449
Šiaulių m. sav.,35–39,Vyras,4066
Šiaulių m. sav.,35–39,Moteris,3377
Šiaulių m. sav.,40–44,Vyras,3333
Šiaulių m. sav.,40–44,Moteris,3030
Šiaulių m. sav.,45–49,Vyras,3353
Šiaulių m. sav.,45–49,Moteris,3354
Šiaulių m. sav.,50–54,Vyras,3470
Šiaulių m. sav.,50–54,Moteris,3871
Šiaulių m. sav.,55–59,Vyras,3450
Šiaulių m. sav.,55–59,Moteris,4429
Šiaulių m. sav.,60–64,Vyras,3665
Šiaulių m. sav.,60–64,Moteris,4881
Šiaulių m. sav.,65–69,Vyras,2398
Šiaulių m. sav.,65–69,Moteris,3654
Šiaulių m. sav.,70–74,Vyras,1700
Šiaulių m. sav.,70–74,Moteris,3204
Šiaulių m. sav.,75–79,Vyras,1372
Šiaulių m. sav.,75–79,Moteris,2714
Šiaulių m. sav.,80–84,Vyras,881
Šiaulių m. sav.,80–84,Moteris,2304
Šiaulių m. sav.,85 ir vyresni,Vyras,642
Šiaulių m. sav.,85 ir vyresni,Moteris,2062
Šiaulių r. sav.,0–4,Vyras,856
Šiaulių r. sav.,0–4,Moteris,832
Šiaulių r. sav.,5–9,Vyras,1055
Šiaulių r. sav.,5–9,Moteris,1004
Šiaulių r. sav.,10–14,Vyras,1102
Šiaulių r. sav.,10–14,Moteris,1019
Šiaulių r. sav.,15–19,Vyras,1076
Šiaulių r. sav.,15–19,Moteris,946
Šiaulių r. sav.,20–24,Vyras,1134
Šiaulių r. sav.,20–24,Moteris,1026
Šiaulių r. sav.,25–29,Vyras,1210
Šiaulių r. sav.,25–29,Moteris,1125
Šiaulių r. sav.,30–34,Vyras,1346
Šiaulių r. sav.,30–34,Moteris,1185
Šiaulių r. sav.,35–39,Vyras,1267
Šiaulių r. sav.,35–39,Moteris,1224
Šiaulių r. sav.,40–44,Vyras,1243
Šiaulių r. sav.,40–44,Moteris,1191
Šiaulių r. sav.,45–49,Vyras,1398
Šiaulių r. sav.,45–49,Moteris,1548
Šiaulių r. sav.,50–54,Vyras,1677
Šiaulių r. sav.,50–54,Moteris,1664
Šiaulių r. sav.,55–59,Vyras,1624
Šiaulių r. sav.,55–59,Moteris,1687
Šiaulių r. sav.,60–64,Vyras,1603
Šiaulių r. sav.,60–64,Moteris,1767
Šiaulių r. sav.,65–69,Vyras,1089
Šiaulių r. sav.,65–69,Moteris,1268
Šiaulių r. sav.,70–74,Vyras,744
Šiaulių r. sav.,70–74,Moteris,1141
Šiaulių r. sav.,75–79,Vyras,543
Šiaulių r. sav.,75–79,Moteris,973
Šiaulių r. sav.,80–84,Vyras,366
Šiaulių r. sav.,80–84,Moteris,828
Šiaulių r. sav.,85 ir vyresni,Vyras,246
Šiaulių r. sav.,85 ir vyresni,Moteris,768
Jurbarko r. sav.,0–4,Vyras,398
Jurbarko r. sav.,0–4,Moteris,433
Jurbarko r. sav.,5–9,Vyras,542
Jurbarko r. sav.,5–9,Moteris,483
Jurbarko r. sav.,10–14,Vyras,615
Jurbarko r. sav.,10–14,Moteris,545
Jurbarko r. sav.,15–19,Vyras,667
Jurbarko r. sav.,15–19,Moteris,620
Jurbarko r. sav.,20–24,Vyras,781
Jurbarko r. sav.,20–24,Moteris,656
Jurbarko r. sav.,25–29,Vyras,784
Jurbarko r. sav.,25–29,Moteris,676
Jurbarko r. sav.,30–34,Vyras,796
Jurbarko r. sav.,30–34,Moteris,691
Jurbarko r. sav.,35–39,Vyras,688
Jurbarko r. sav.,35–39,Moteris,579
Jurbarko r. sav.,40–44,Vyras,642
Jurbarko r. sav.,40–44,Moteris,662
Jurbarko r. sav.,45–49,Vyras,815
Jurbarko r. sav.,45–49,Moteris,796
Jurbarko r. sav.,50–54,Vyras,949
Jurbarko r. sav.,50–54,Moteris,1033
Jurbarko r. sav.,55–59,Vyras,992
Jurbarko r. sav.,55–59,Moteris,1081
Jurbarko r. sav.,60–64,Vyras,967
Jurbarko r. sav.,60–64,Moteris,1153
Jurbarko r. sav.,65–69,Vyras,673
Jurbarko r. sav.,65–69,Moteris,895
Jurbarko r. sav.,70–74,Vyras,515
Jurbarko r. sav.,70–74,Moteris,869
Jurbarko r. sav.,75–79,Vyras,356
Jurbarko r. sav.,75–79,Moteris,752
Jurbarko r. sav.,80–84,Vyras,222
Jurbarko r. sav.,80–84,Moteris,620
Jurbarko r. sav.,85 ir vyresni,Vyras,158
Jurbarko r. sav.,85 ir vyresni,Moteris,564
Pagėgių sav.,0–4,Vyras,142
Pagėgių sav.,0–4,Moteris,132
Pagėgių sav.,5–9,Vyras,185
Pagėgių sav.,5–9,Moteris,166
Pagėgių sav.,10–14,Vyras,172
Pagėgių sav.,10–14,Moteris,169
Pagėgių sav.,15–19,Vyras,196
Pagėgių sav.,15–19,Moteris,187
Pagėgių sav.,20–24,Vyras,232
Pagėgių sav.,20–24,Moteris,240
Pagėgių sav.,25–29,Vyras,228
Pagėgių sav.,25–29,Moteris,203
Pagėgių sav.,30–34,Vyras,201
Pagėgių sav.,30–34,Moteris,178
Pagėgių sav.,35–39,Vyras,189
Pagėgių sav.,35–39,Moteris,168
Pagėgių sav.,40–44,Vyras,208
Pagėgių sav.,40–44,Moteris,203
Pagėgių sav.,45–49,Vyras,242
Pagėgių sav.,45–49,Moteris,233
Pagėgių sav.,50–54,Vyras,321
Pagėgių sav.,50–54,Moteris,330
Pagėgių sav.,55–59,Vyras,294
Pagėgių sav.,55–59,Moteris,310
Pagėgių sav.,60–64,Vyras,295
Pagėgių sav.,60–64,Moteris,341
Pagėgių sav.,65–69,Vyras,200
Pagėgių sav.,65–69,Moteris,242
Pagėgių sav.,70–74,Vyras,131
Pagėgių sav.,70–74,Moteris,191
Pagėgių sav.,75–79,Vyras,67
Pagėgių sav.,75–79,Moteris,192
Pagėgių sav.,80–84,Vyras,46
Pagėgių sav.,80–84,Moteris,182
Pagėgių sav.,85 ir vyresni,Vyras,56
Pagėgių sav.,85 ir vyresni,Moteris,164
Šilalės r. sav.,0–4,Vyras,407
Šilalės r. sav.,0–4,Moteris,407
Šilalės r. sav.,5–9,Vyras,567
Šilalės r. sav.,5–9,Moteris,503
Šilalės r. sav.,10–14,Vyras,565
Šilalės r. sav.,10–14,Moteris,508
Šilalės r. sav.,15–19,Vyras,618
Šilalės r. sav.,15–19,Moteris,570
Šilalės r. sav.,20–24,Vyras,771
Šilalės r. sav.,20–24,Moteris,656
Šilalės r. sav.,25–29,Vyras,782
Šilalės r. sav.,25–29,Moteris,678
Šilalės r. sav.,30–34,Vyras,729
Šilalės r. sav.,30–34,Moteris,620
Šilalės r. sav.,35–39,Vyras,555
Šilalės r. sav.,35–39,Moteris,523
Šilalės r. sav.,40–44,Vyras,601
Šilalės r. sav.,40–44,Moteris,603
Šilalės r. sav.,45–49,Vyras,692
Šilalės r. sav.,45–49,Moteris,728
Šilalės r. sav.,50–54,Vyras,848
Šilalės r. sav.,50–54,Moteris,873
Šilalės r. sav.,55–59,Vyras,924
Šilalės r. sav.,55–59,Moteris,929
Šilalės r. sav.,60–64,Vyras,823
Šilalės r. sav.,60–64,Moteris,872
Šilalės r. sav.,65–69,Vyras,537
Šilalės r. sav.,65–69,Moteris,690
Šilalės r. sav.,70–74,Vyras,416
Šilalės r. sav.,70–74,Moteris,615
Šilalės r. sav.,75–79,Vyras,242
Šilalės r. sav.,75–79,Moteris,499
Šilalės r. sav.,80–84,Vyras,203
Šilalės r. sav.,80–84,Moteris,459
Šilalės r. sav.,85 ir vyresni,Vyras,125
Šilalės r. sav.,85 ir vyresni,Moteris,448
Tauragės r. sav.,0–4,Vyras,825
Tauragės r. sav.,0–4,Moteris,810
Tauragės r. sav.,5–9,Vyras,953
Tauragės r. sav.,5–9,Moteris,919
Tauragės r. sav.,10–14,Vyras,922
Tauragės r. sav.,10–14,Moteris,914
Tauragės r. sav.,15–19,Vyras,914
Tauragės r. sav.,15–19,Moteris,873
Tauragės r. sav.,20–24,Vyras,1019
Tauragės r. sav.,20–24,Moteris,962
Tauragės r. sav.,25–29,Vyras,1083
Tauragės r. sav.,25–29,Moteris,1089
Tauragės r. sav.,30–34,Vyras,1208
Tauragės r. sav.,30–34,Moteris,1193
Tauragės r. sav.,35–39,Vyras,1057
Tauragės r. sav.,35–39,Moteris,1076
Tauragės r. sav.,40–44,Vyras,1007
Tauragės r. sav.,40–44,Moteris,1062
Tauragės r. sav.,45–49,Vyras,1230
Tauragės r. sav.,45–49,Moteris,1403
Tauragės r. sav.,50–54,Vyras,1395
Tauragės r. sav.,50–54,Moteris,1570
Tauragės r. sav.,55–59,Vyras,1425
Tauragės r. sav.,55–59,Moteris,1580
Tauragės r. sav.,60–64,Vyras,1414
Tauragės r. sav.,60–64,Moteris,1684
